publication_number,title,topic,topic_probability,country_code,publication_date
CN-110663350-A,Algae removal harvesting workboat for full-automatic channel and algae removal method thereof,2,0.44585037,CN,20200110
CN-110669638-A,Microalgae breeding runway pool and working method thereof,6,0.4575651,CN,20200110
CN-110698267-A,Microbial fertilizer for improving saline-alkali soil,3,0.42474067,CN,20200117
CN-120603488-A,Seaweed culture system,6,0.45855772,CN,20250905
CN-115678785-B,Food-grade chlorella culture medium and culture method,2,0.6850285,CN,20230728
CN-115152465-A,Culture method and device for simulating environment of phytoplankton on upper layer of ocean,3,0.35840273,CN,20221011
CN-112391272-A,Microalgae culture system and using method,6,0.54004306,CN,20210223
CN-113881710-B,Method for co-production of biological hydrogen and microalgae grease by lignocellulose fermentation,6,0.5671953,CN,20230922
CN-107384802-A,A kind of method for promoting microalgae grease to accumulate and keep microalgae high-biomass,6,0.7080436,CN,20171124
CN-108048332-A,A kind of green alga viable bacteria compound and its preparation method and application,3,0.5637419,CN,20180518
CN-116286379-B,Method for promoting microalgae to accumulate fucoxanthin and synthesizing lipid,6,0.5532755,CN,20240223
CN-115974339-A,Breeding tail water treatment system,2,0.41416287,CN,20230418
CN-207108986-U,A kind of microalgae bactogen for preventing microalgae adherence,6,0.61218095,CN,20180316
CN-119101607-A,Method for promoting rapid heterotrophic growth of microalgae cells,6,0.6875826,CN,20241210
CN-115895902-B,High-temperature-resistant chlorella easy to settle and separate and application thereof,2,0.6445787,CN,20231124
CN-116239097-B,Metal-loaded microalgae-based biomass carbon material and preparation method and application thereof,6,0.64909315,CN,20250513
CN-118355919-A,Sea millet seedling protection liquid and use method thereof,6,0.46209085,CN,20240719
CN-118453721-A,Preparation process of softening liquid for treating hyperplastic scar,6,0.29779515,CN,20240809
CN-118614437-B,Industrialized oyster fertilizer promotion method and application,3,0.29013497,CN,20250114
CN-105462816-B,Realize that sunlight divides uniformly distributed raceway pond microalgae reactor using nanometer light guide plate,2,0.352781,CN,20180817
CN-216292502-U,Artificial algae field,3,0.48024148,CN,20220415
CN-116947551-A,Organic-inorganic compound fertilizer and production process thereof,3,0.38784248,CN,20231027
CN-103361166-A,Method for preparing biofuel by directly liquefying microalgae,5,0.5913844,CN,20131023
CN-104429898-A,Discrete culture medium,6,0.34991008,CN,20150325
CN-104531604-A,Method for increasing fucoxanthin content of Phaeodactylum tricornutum by using methyl jasmonic acid,3,0.45761925,CN,20150422
CN-105053613-A,Feeding bean material capable of improving protein efficiency of tilapia and preparation method thereof,6,0.34769273,CN,20151118
CN-102605012-B,Method for improving microalgae-oil-and-fat-prepared biodiesel productivity under optimum enzymic catalytic reaction condition,5,0.77865523,CN,20170208
CN-219567714-U,Ecological algae control device for inhibiting blue algae eruption,2,0.53571683,CN,20230822
CN-213739406-U,Spiral microalgae culture device,2,0.4985623,CN,20210720
CN-102161530-A,Method for water treatment by large seaweed,3,0.588675,CN,20110824
CN-103459585-A,"Process for production of microalgae, cyanobacteria and metabolites thereof",6,0.642133,CN,20131218
CN-103773689-B,A kind of open type cultivates the method for oil-containing microorganism,6,0.6111235,CN,20160803
CN-104169427-A,Integrated process for dual biocatalytic conversion of co2 gas into bio-products by enzyme enhanced hydration and biological culture,2,0.4718266,CN,20141126
CN-113736797-A,Culture method for increasing yield of microalgae Triglyceride (TAG) and application thereof,6,0.5599086,CN,20211203
CN-118439735-A,Algae dissolving-denitrifying bacteria screening method and method for denitrifying cultivation wastewater by using bacterial liquid,2,0.63486403,CN,20240806
CN-206152983-U,A centrifuge that is used for ocean algae culture to separate,2,0.33646315,CN,20170510
CN-207230476-U,A kind of full angle luminous plant light compensating lamp,1,0.2836479,CN,20180413
CN-103865758-B,"Modular photosynthetic bioreactor system, algae cultivation method and clamp group",2,0.5540714,CN,20150916
CN-220601272-U,Light biological reaction light source generating device,3,0.35682243,CN,20240315
CN-109699684-A,A kind of nematicide and its preparation and application containing net pancreas algae extract,3,0.41108486,CN,20190503
CN-103355155-B,Integrated pool-photobioreactor,2,0.43566847,CN,20160120
CN-111826373-A,Preparation method of microalgae total ribonucleic acid sample,6,0.533311,CN,20201027
CN-101709262-B,Solar light splitting photosynthetic bioreactor system for high-density culture of microalgae,2,0.50012,CN,20120523
CN-120272318-A,Method for improving heat resistance of microalgae,6,0.6411521,CN,20250708
CN-120520202-A,Phytoplankton cleaning device for aquaculture pond,2,0.3310842,CN,20250822
CN-116249647-A,Suspension cleaning equipment for aquaculture,2,0.36364603,CN,20230609
CN-116726535-A,Continuous extraction method of microalgae active ingredients,6,0.73493314,CN,20230912
CN-118389584-A,Application of AUREO c gene in improving biological high light stress resistance,4,0.30172664,CN,20240726
CN-206692643-U,A kind of algae attaching and culture apparatus,2,0.42579103,CN,20171201
CN-119639686-A,Strong-cracking high-permeability-resistant Shewanella alga phage and application thereof,3,0.47059464,CN,20250318
CN-201923923-U,Rural scattered domestic sewage treatment device,2,0.5800139,CN,20110810
CN-111281832-A,"Skin barrier repair compound, toning lotion and preparation method thereof",5,0.1679305,CN,20200616
CN-111704191-A,Preparation method and application of cyanobacteria biochar material with efficient riboflavin adsorption,2,0.514844,CN,20200925
CN-120272319-B,Method for promoting microalgae carbon sequestration and oil production by using plant hormone and saline wastewater,6,0.73791593,CN,20250912
CN-120759111-A,Preparation method of porous structured special-shaped super-hydrophobic seaweed composite fiber,3,0.30324802,CN,20251010
CN-119219205-A,Sewage denitrification method and system based on algae symbiotic system,2,0.5654077,CN,20241231
CN-102660451-A,Horizontal immersion cover type carbon supplement device and carbon supplement method used in culture of microalgae in open pond,2,0.60905576,CN,20120912
CN-103589644-A,Method for culturing oil-producing microalgae by using brewery sewage,0,0.7348448,CN,20140219
CN-105018331-A,Multidirectional-turbulence and efficient-mixing novel runway pond microalgae cultivation system,2,0.57075226,CN,20151104
CN-103805487-B,A kind of making method of marine alga wine,3,0.5062749,CN,20160406
CN-106489709-B,A method of algae is cultivated on composite insulating material surface,3,0.4562071,CN,20190308
CN-106755366-A,A kind of detection method of Alexandrium tamarense,2,0.3703454,CN,20170531
CN-106809958-A,A kind of mycotic holothruian cultures Water quality restoration agent of anti-sea cucumber and its preparation method and application,2,0.3629924,CN,20170609
CN-106865901-A,A kind of aquaculture wastewater recovery and processing system,2,0.56086516,CN,20170620
CN-106982770-A,A kind of marine woods fish shelter of cross,3,0.22990085,CN,20170728
CN-108130266-A,A kind of training algae device for rotating setting,3,0.47900838,CN,20180608
CN-218146610-U,Screening and culturing device beneficial to formation of algae by virtue of calcium bloom,3,0.46561384,CN,20221227
CN-110628639-A,Two-phase culture medium microalgae seed preservation technology,6,0.5950325,CN,20191231
CN-104946408-A,Method for directly extracting fatty acid methyl ester from microalgae wet biomass,5,0.6733379,CN,20150930
CN-103834569-B,A kind of micro-algae Concentrated culture fluids and application thereof,2,0.33587134,CN,20160406
CN-104381166-B,Application of fishery electrochemical water in transporting fish larvae of tilapia mossambica,3,0.38269156,CN,20170222
CN-120796052-A,Telescopic claw type microalgae photo-bioreactor with built-in light arrangement,2,0.5278155,CN,20251017
CN-107312106-A,A kind of method that alpha amylase and α glucosidase inhibitors are extracted from red hair algae,6,0.374654,CN,20171103
CN-208846607-U,Trinity ecology self circulation air eliminator,3,0.4070961,CN,20190510
CN-204509239-U,A kind of microalgae biodiesel preparation system of ultrasonic assistant shell calcium foundation stone ash,5,0.59062696,CN,20150729
CN-204634734-U,A kind of cast concrete base artificial fish shelter,3,0.29117227,CN,20150916
CN-113244267-B,"Red algae polysaccharide nano-silver, antibacterial gel prepared from red algae polysaccharide nano-silver and application of antibacterial gel",6,0.2828281,CN,20220805
CN-113697962-A,Method for removing ammonium radicals and sulfate radicals in sewage through calcium carbonate-rich substance mediated algae,2,0.589101,CN,20211126
CN-114214201-A,Method for long-term stable storage of marine nannochloropsis oceanica,3,0.45261183,CN,20220322
CN-102657112-A,Ecological breeding net cage for cocultivation of sea cucumbers and sea urchins,3,0.26501954,CN,20120912
CN-104112080-A,Method for fast early warning against water body water bloom risk,2,0.35721225,CN,20141022
CN-119240947-A,Method and device for removing phosphorus in high-salt wastewater by using mud flat microalgae,2,0.5889231,CN,20250103
CN-101422126-B,Shrimp-pool marine macroalgae grass composite space cultivation method,2,0.337295,CN,20100929
CN-101831463-A,Method for preparing biogas by two-phase anaerobic fermentation of oil-extracted algae slag,0,0.5479771,CN,20100915
CN-108610663-A,A kind of paint,4,0.32557204,CN,20181002
CN-108611379-A,The method for improving single needle frustule lipid-producing,3,0.38304558,CN,20181002
CN-109303807-A,A kind of Chinese medicine for losing weight composition,6,0.26527575,CN,20190205
CN-106190777-B,A kind of combined type microdisk electrode recovering device and method,2,0.46261185,CN,20181113
CN-108676768-B,Chlorella growth promoter and preparation method thereof,6,0.61513495,CN,20220304
CN-120669547-A,Efficient algae cultivation control method and system,2,0.4534631,CN,20250919
CN-112645458-A,Circulating water scale inhibitor and solid product thereof,2,0.37400442,CN,20210413
CN-109232106-A,A kind of rice shrimp aquaculture organic fertilizer and preparation method thereof,3,0.49413204,CN,20190118
CN-109321286-B,Microalgae bio-oil preparation device,1,0.60687184,CN,20200724
CN-109536484-A,A method of yellow silk algae biomass and metabolin are improved using magnetic field intervention,6,0.61423403,CN,20190329
CN-117165493-A,Anaerobic degradation bacteria for microcystin and application thereof,2,0.46231234,CN,20231205
CN-105707011-B,A kind of cladocera intensive manufacture breeding method,3,0.37213188,CN,20190125
CN-105961303-B,A kind of ecological cultivation system and its operation method of fish-bacterium-algae symbiosis,2,0.7136995,CN,20190212
CN-112941093-A,Preparation of heterotetrameric alpha2β2Type cyanobacteria PDHc E1 method,4,0.3093601,CN,20210611
CN-113292164-A,Preparation method and application of phycomycete symbiont for degrading culture wastewater containing high-concentration antibiotics and having low C/N ratio,2,0.5698999,CN,20210824
CN-108485913-A,Double paddle wheel tablet photosynthetic reactors and microalgae Carbon fixation method,0,0.66142094,CN,20180904
CN-109319941-A,A kind of Water body antidote for aquaculture and its application method,2,0.38160884,CN,20190212
CN-115517216-B,Ecological culture pond adopting surface bed method for planting of waterweed furrows,2,0.43020555,CN,20240409
CN-118685274-B,Microalgae capable of tolerating high-concentration carbon dioxide and application thereof,2,0.6515552,CN,20250819
CN-118947612-A,Pure oxygen supply system suitable for high-density aquaculture,2,0.38384986,CN,20241115
CN-117105420-A,Synergistic method for nitrogen-phosphorus/hardness synergistic removal based on algae symbiotic system,2,0.57175756,CN,20231124
CN-117210509-A,Fermentation and preparation method of efficient chelating type active fertilizer aqueous agent and application of efficient chelating type active fertilizer aqueous agent in shellfish and algae cultivation,2,0.67868805,CN,20231212
CN-117658393-A,Layering microalgae biomembrane reactor capable of adjusting illumination intensity,2,0.65447176,CN,20240308
